1.382947317387559e-5,  Id(((0.2939681886998099) + (((-7.702006524876207e-2) * (Sqrt((x0)^(1)))) + (((1.3115313675144277e-2) * (Id((x0)^(-2)))) + (((-4.7178336439764844e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((1.2217980445022314e-2) * (Sqrt(((x1)^(-2)) * ((x0)^(-2))))) + (((1.6052744776638615e-2) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-8.640121062363904e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-1.003097891060232) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((-0.15925635180931813) * (Sqrt((x1)^(1)))) + ((0.13725344444850554) * (Exp(((x1)^(1)) * ((x0)^(-1)))))))))
4.536090259791452e-5,  Id(((0.20011402450872906) + (((-6.734293022054029e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2))))) + (((-6.734293022096832e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2))))) + (((0.1387205197864141) * (Id((x0)^(-1)))) + (((-2.1721653514492137e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((4.947277960912592e-4) * (Exp(((x1)^(-2)) * ((x0)^(1))))) + ((-7.807167417522225e-7) * (Exp(((x1)^(1)) * ((x0)^(1))))))))))) / ((1.0) + (((-0.7610661121584588) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((1.516632520089815e-2) * (Id((x0)^(2)))) + (((0.25806687336312445) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + (((-0.14744517926169115) * (Exp(((x1)^(-2)) * ((x0)^(-1))))) + ((-0.45622299017723517) * (Sqrt(((x1)^(1)) * ((x0)^(-1)))))))))))
2.1404573787689017e-5,  Id(((0.14873172830524997) + (((0.1370271585979656) * (Sqrt((x0)^(-2)))) + (((-1.6024154335522733e-4) * (Sqrt((x0)^(-1)))) + (((4.261216397526788e-3) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((4.261216397478589e-3) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((-2.2417997800786182e-2) * (Exp((x0)^(-2)))) + (((-4.138143101348717e-3) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-7.456680884467276e-2) * (Sqrt(((x1)^(2)) * ((x0)^(-2)))))))))))) / ((1.0) + (((-0.33688878468503874) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((3.541689129563969e-2) * (Id((x0)^(2)))) + (((0.24688863628109686) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-0.7764673228785697) * (Sqrt(((x1)^(1)) * ((x0)^(-1))))))))))
3.697571329129844e-4,  Id(((8.481185912981581e-2) + (((-1.1770787457571957e-2) * (Id((x0)^(1)))) + (((-9.769328605162109e-3) * (Id((x1)^(1)))) + (((-1.506669500697372e-3) * (Exp((x0)^(-2)))) + (((-1.949394463379539e-2) * (Sqrt(((x1)^(2)) * ((x0)^(-2))))) + ((7.453074624069114e-4) * (Exp((x1)^(1))))))))) / ((1.0) + (((0.27660005386251074) * (Sqrt(((x1)^(2)) * ((x0)^(-2))))) + (((-1.077194795279468e-2) * (Id((x0)^(2)))) + (((0.27660005386251296) * (Id(((x1)^(1)) * ((x0)^(-1))))) + (((-9.678324810542789e-2) * (Exp(((x1)^(-2)) * ((x0)^(-1))))) + ((-1.187813220528971) * (Sqrt(((x1)^(1)) * ((x0)^(-1)))))))))))
1.0977115522198552e-4,  Id(((2.9169280559072162e-2) + (((1.5464972871789764e-2) * (Sqrt((x0)^(1)))) + (((-9.605314253451359e-3) * (Id((x0)^(1)))) + (((4.944816795986943e-2) * (Id((x0)^(-1)))) + (((2.739179465305083e-5) * (Id(((x1)^(2)) * ((x0)^(1))))) + (((-2.637243017069215e-2) * (Id(((x1)^(1)) * ((x0)^(-1))))) + ((-8.158323974086619e-2) * (Id(((x1)^(-2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-0.44874169151074317) * (Exp((x0)^(-1)))) + (((0.16993240418053246) * (Id(((x1)^(1)) * ((x0)^(-2))))) + (((-5.230190650928916e-2) * (Exp((x1)^(-1)))) + (((0.16993240418053274) * (Id(((x1)^(1)) * ((x0)^(-2))))) + ((-6.730831250708548e-2) * (Id((x1)^(1))))))))))
8.706270039366962e-5,  Id(((0.33487897895546936) + (((-7.377564079557863e-2) * (Sqrt((x0)^(1)))) + (((3.921160149468812e-2) * (Id((x0)^(-2)))) + (((-0.11689934342350666) * (Exp(((x1)^(-2)) * ((x0)^(-2))))) + ((-2.0451371610018376e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))))))) / ((1.0) + (((-1.1773269669958533) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((-0.24513399070167827) * (Sqrt((x1)^(1)))) + ((0.20369297707537232) * (Exp(((x1)^(1)) * ((x0)^(-1)))))))))
3.644090705852871e-5,  Id(((-0.183745758549947) + (((-0.20442084183388118) * (Sqrt((x0)^(-2)))) + (((0.4768831514972528) * (Sqrt((x0)^(-1)))) + (((-4.1087483292002e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((-4.1087483292003735e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((-8.41179882897801e-3) * (Exp((x0)^(-2)))) + (((2.800241641420014e-2) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((5.572539686168227e-2) * (Sqrt(((x1)^(2)) * ((x0)^(-2)))))))))))) / ((1.0) + (((-0.7115262238901132) * (Sqrt((x1)^(-1)))) + (((-0.6916312647366053) * (Id(((x1)^(-1)) * ((x0)^(-2))))) + (((0.10857865007146872) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + (((0.5317009279993435) * (Id(((x1)^(-2)) * ((x0)^(-1))))) + ((-3.2942941869002077e-3) * (Id(((x1)^(1)) * ((x0)^(2)))))))))))
1.3502442092417647e-5,  Id(((-1.069298399201808) + (((0.17997722052630755) * (Sqrt((x0)^(1)))) + (((2.470979866531469) * (Sqrt((x0)^(-1)))) + (((-1.5082526817707882) * (Id((x0)^(-1)))) + (((-3.536591629977086e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((0.23433237146146457) * (Id((x0)^(-2)))) + (((1.315334478644165e-4) * (Exp(((x1)^(2)) * ((x0)^(-2))))) + ((-5.0066750478638816e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2)))))))))))) / ((1.0) + (((-1.3982707888687946) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((-0.11461409591377283) * (Sqrt((x1)^(2)))) + (((0.27021969893503595) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((0.19308030055069403) * (Exp(((x1)^(-2)) * ((x0)^(-1))))))))))
2.096732757325043e-4,  Id(((0.7426720284880417) + (((0.1829169652777281) * (Exp(((x1)^(-1)) * ((x0)^(-2))))) + (((0.10214548445484183) * (Exp((x0)^(-1)))) + (((-8.465240886468904e-3) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((1.027471836774341) * (Sqrt(((x1)^(-2)) * ((x0)^(-2))))) + (((-1.413067586044324) * (Exp(((x1)^(-1)) * ((x0)^(-1))))) + ((0.3881389634780831) * (Exp(((x1)^(-2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-0.15658925256004114) * (Sqrt((x0)^(1)))) + (((-0.1136362127614285) * (Id(((x1)^(1)) * ((x0)^(-2))))) + (((-0.8908168394735696) * (Id(((x1)^(-1)) * ((x0)^(-1))))) + ((-0.4756967625452872) * (Exp((x1)^(-1)))))))))
3.1917173798666484e-5,  Id(((0.32275796296111936) + (((-8.438640747902866e-2) * (Sqrt((x0)^(1)))) + (((6.831146106289359e-3) * (Id((x0)^(-2)))) + (((-5.266402250928391e-2) * (Sqrt(((x1)^(2)) * ((x0)^(-2))))) + (((6.222001238540602e-3) * (Sqrt(((x1)^(-2)) * ((x0)^(-2))))) + ((-7.688043386780707e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2)))))))))) / ((1.0) + (((-0.7829662491058589) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((-0.1575288793829615) * (Sqrt((x1)^(2)))) + (((0.14877348302359353) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-0.13070218609697246) * (Exp((x0)^(-1)))))))))
7.590222830805508e-5,  Id(((-0.6641409282156822) + (((0.2056698434602402) * (Sqrt((x0)^(1)))) + (((1.0290534503001987) * (Sqrt((x0)^(-1)))) + (((-3.840159468029844e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((-0.22455802771837324) * (Id(((x1)^(-1)) * ((x0)^(-1))))) + (((2.5731122264771287e-2) * (Exp((x1)^(-2)))) + ((-8.024846266223008e-2) * (Exp((x0)^(-2)))))))))) / ((1.0) + (((0.5801796352220995) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((7.496215424508276e-2) * (Id((x0)^(2)))) + (((-1.0222001070847353) * (Exp((x0)^(-2)))) + ((0.5060989828945417) * (Exp(((x1)^(1)) * ((x0)^(-1))))))))))
1.538484262922514e-5,  Id(((0.15304297841611303) + (((-2.8533003243168258e-2) * (Exp((x0)^(-2)))) + (((6.275998520091825e-3) * (Id((x0)^(1)))) + (((0.19073634830127167) * (Id((x0)^(-1)))) + (((-8.717701483976376e-2) * (Sqrt(((x1)^(2)) * ((x0)^(-2))))) + (((-3.338984933693472e-2) * (Sqrt(((x1)^(-2)) * ((x0)^(-2))))) + ((7.597892891021049e-6) * (Exp(((x1)^(2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-0.4384377570666119) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((5.3620792073536344e-2) * (Id((x0)^(2)))) + (((0.2403166398047899) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-0.6483376402071983) * (Sqrt(((x1)^(1)) * ((x0)^(-1))))))))))
5.083675340729563e-5,  Id(((3.718833972769184e-2) + (((0.13413325767158638) * (Sqrt((x0)^(1)))) + (((-4.3323969392121645e-2) * (Id((x0)^(1)))) + (((-1.6608456820931553e-2) * (Id(((x1)^(2)) * ((x0)^(-2))))) + (((0.10079777188021052) * (Sqrt((x0)^(-2)))) + (((3.094657233536432e-3) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-0.12206743693233496) * (Exp(((x1)^(-2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-0.3459146798256684) * (Exp((x0)^(-1)))) + (((-2.366033728871106e-2) * (Sqrt((x1)^(2)))) + (((0.12415074430049933) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-0.2520640143952494) * (Exp(((x1)^(-2)) * ((x0)^(-1))))))))))
2.615366684726462e-4,  Id(((0.294649120804829) + (((-0.15422465601995586) * (Sqrt((x0)^(1)))) + (((1.7006757905058362e-2) * (Id((x0)^(1)))) + (((1.7006757905061627e-2) * (Sqrt((x0)^(2)))) + (((7.147910896569509e-2) * (Sqrt(((x1)^(-2)) * ((x0)^(-1))))) + (((-5.9070756513614365e-3) * (Exp(((x1)^(1)) * ((x0)^(-1))))) + ((-8.924739246551855e-2) * (Exp(((x1)^(-2)) * ((x0)^(-2))))))))))) / ((1.0) + (((-0.7491036178845536) * (Sqrt(((x1)^(-1)) * ((x0)^(-2))))) + (((-0.5079730439174777) * (Sqrt((x1)^(1)))) + ((0.17273249543783614) * (Exp(((x1)^(1)) * ((x0)^(-1)))))))))
