[0.22165143311479676] ((0.16120126076413457) + (((-8.808744730095128e-2) * (np.exp((x[:,1])**(1)))) + (((0.6393589786293323) * (((x[:,1])**(1)))) + (((0.21287041899648895) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((0.10095406330596123) * (np.sin((x[:,0])**(2)))) + (((-0.5488291788617821) * (np.sin((x[:,1])**(1)))) + ((-9.606947127952248e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23183361561771856] ((5.603650297033399e-2) + (((0.10393415205362376) * (((x[:,1])**(1)))) + (((0.2108407098398999) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((-2.201693549641607e-3) * (np.exp((x[:,0])**(1)))) + (((0.1007537285325118) * (np.sin((x[:,0])**(2)))) + (((-4.7641840532123614e-2) * (np.sin((x[:,1])**(2)))) + ((-9.27797407605828e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.2328339817564275] ((4.347222621995633e-2) + (((0.10821376007481548) * (((x[:,1])**(1)))) + (((0.21389604783251442) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((9.94548841537792e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8036561031707545e-2) * (np.sin((x[:,1])**(2)))) + ((-9.591961887086076e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.34981002295449976] ((-2.9301507185401268e-2) + (((0.21039640111172475) * (((x[:,1])**(1)))) + (((7.096719953697363e-2) * (((x[:,0])**(1)))) + (((-4.612633154949345e-5) * (np.exp((x[:,0])**(2)))) + (((0.13433773717006386) * (np.sin((x[:,0])**(2)))) + (((-5.5854997906637144e-2) * (np.sin((x[:,1])**(2)))) + (((-1.4098389686878682e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-1.4098389686878605e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249443] ((3.963369135809792e-2) + (((-2.4095555859184353e-2) * (np.sin((x[:,1])**(2)))) + (((0.10822359365999695) * (((x[:,1])**(1)))) + (((0.22667401596872797) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030133408e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703123e-2) * (np.sin((x[:,0])**(2)))) + (((-2.4095555859175975e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378657) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.2801823790536842] ((6.367320754804329e-2) + (((0.1196027329497612) * (((x[:,1])**(1)))) + (((0.21249239009292312) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((-1.5551506853399137e-5) * (np.exp((x[:,1])**(2)))) + (((-1.503471533462962e-2) * (np.sin((x[:,1])**(2)))) + (((-1.50347153346292e-2) * (np.sin((x[:,1])**(2)))) + ((-9.745309632311812e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460249282] ((3.9633691358096836e-2) + (((0.10822359366002418) * (((x[:,1])**(1)))) + (((0.22667401596870893) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030130037e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703132e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360054e-2) * (np.sin((x[:,1])**(2)))) + ((-0.10226873247378643) * ((((x[:,1])**(1)) * ((x[:,0])**(2)))))))))))
[0.23020000460248818] ((3.963369135807246e-2) + (((0.10822359366000697) * (((x[:,1])**(1)))) + (((0.22667401596872236) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.1682797030134282e-5) * (np.exp((x[:,0])**(2)))) + (((9.064852009703127e-2) * (np.sin((x[:,0])**(2)))) + (((-4.8191111718360026e-2) * (np.sin((x[:,1])**(2)))) + (((-5.113436623689341e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + ((-5.113436623689309e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))))
[0.2617751767800102] ((5.5425221375129195e-2) + (((0.10618138910779674) * (((x[:,1])**(1)))) + (((0.2553497945049602) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((3.7785959873641744e-5) * (np.exp((x[:,0])**(2)))) + (((-4.3935052276603596e-2) * (np.sin((x[:,1])**(2)))) + ((-0.11770194100550858) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))))))))
