9.200809033517266e-4,  (((0.2479559672183126) + (((-7.577517182683845e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.626736694664298e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((4.354110193274641e-2) * (((x[:,0])**(1)))) + (((0.11837991738700503) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.0230169322086398) * (((x[:,1])**(1)))) + (((-0.8059109826765579) * (np.sin((x[:,1])**(1)))) + (((-0.13299973570038065) * (np.exp((x[:,1])**(1)))) + (((-1.5294029805595188e-2) * (((x[:,0])**(2)))) + ((-7.921182459072355e-3) * (np.sin((x[:,1])**(2))))))))))))) / ((1.0) + (((2.706019372528087e-3) * (np.exp((x[:,0])**(2)))) + (((-3.537347138183768) * (((x[:,0])**(1)))) + (((0.3635752030383387) * (np.sin((x[:,0])**(2)))) + ((1.2147737943029349) * (np.exp((x[:,0])**(1)))))))))
9.602634046820856e-4,  (((0.2563893326003926) + (((-8.109608850028033e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.702868982078437e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((4.095848021970056e-2) * (((x[:,0])**(1)))) + (((0.11921315125014283) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.2606872632795882) * (((x[:,1])**(1)))) + (((-1.0029413338686612) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154797) * (np.exp((x[:,1])**(1)))) + (((-1.462270303630233e-2) * (((x[:,0])**(2)))) + ((-5.64122502365727e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.5994810129482777e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990497135) * (((x[:,0])**(1)))) + (((0.3697402809012919) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921649) * (np.exp((x[:,0])**(1)))))))))
3.9178391169100215,  (((4.805702306575652e-3) + (((4.718571300745934e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-7.069169924978323e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((0.11798812866542091) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((-0.16054702546949381) * (((x[:,1])**(1)))) + (((4.6927047340301044e-2) * (((x[:,0])**(1)))) + (((0.2223601908025246) * (np.sin((x[:,1])**(1)))) + (((3.5938950753969634e-2) * (np.exp((x[:,0])**(1)))) + (((-9.346689959301491e-2) * (((x[:,0])**(2)))) + ((8.88952658510783e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((-3.7504826635523106e-3) * (np.exp((x[:,0])**(2)))) + (((-0.4712586540539919) * (((x[:,0])**(1)))) + (((-0.13283477242183117) * (np.sin((x[:,0])**(2)))) + ((8.2266544475467e-2) * (np.exp((x[:,0])**(1)))))))))
9.602634046820856e-4,  (((0.2563893326003926) + (((-8.109608850028033e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.702868982078437e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((4.095848021970056e-2) * (((x[:,0])**(1)))) + (((0.11921315125014283) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.2606872632795882) * (((x[:,1])**(1)))) + (((-1.0029413338686612) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154797) * (np.exp((x[:,1])**(1)))) + (((-1.462270303630233e-2) * (((x[:,0])**(2)))) + ((-5.64122502365727e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.5994810129482777e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990497135) * (((x[:,0])**(1)))) + (((0.3697402809012919) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921649) * (np.exp((x[:,0])**(1)))))))))
9.602634046820499e-4,  (((0.256389332600394) + (((-8.1096088500276e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.7028689820786056e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((0.11921315125014711) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.260687263279591) * (((x[:,1])**(1)))) + (((4.095848021970022e-2) * (((x[:,0])**(1)))) + (((-1.0029413338686628) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154858) * (np.exp((x[:,1])**(1)))) + (((-1.4622703036302576e-2) * (((x[:,0])**(2)))) + ((-5.641225023657209e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.599481012948242e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990496957) * (((x[:,0])**(1)))) + (((0.3697402809012875) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921635) * (np.exp((x[:,0])**(1)))))))))
9.621419030579783e-4,  (((0.22634369829928902) + (((-7.0965546842358335e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.250709042498142e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((0.10927408448485212) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.0579589549189317) * (((x[:,1])**(1)))) + (((7.208256372076491e-2) * (((x[:,0])**(1)))) + (((-0.8456951924664253) * (np.sin((x[:,1])**(1)))) + (((-0.1396031472607287) * (np.exp((x[:,1])**(1)))) + (((1.7039470232719893e-2) * (np.exp((x[:,0])**(1)))) + ((-5.701118238401638e-2) * (((x[:,0])**(2))))))))))))) / ((1.0) + (((3.106754148676906e-3) * (np.exp((x[:,0])**(2)))) + (((-3.2940158712007115) * (((x[:,0])**(1)))) + (((0.33343518790679977) * (np.sin((x[:,0])**(2)))) + ((1.1264634255156196) * (np.exp((x[:,0])**(1)))))))))
3.4516046312502097e-3,  (((0.22978590556418246) + (((-3.916177857980089e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-5.126732748884717e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((5.17323444749504e-2) * (((x[:,0])**(1)))) + (((5.805303085660845e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((5.805303085660888e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((-4.28581285045828e-4) * (np.sin((x[:,1])**(1)))) + (((-0.11326518897304833) * (np.exp((x[:,1])**(1)))) + (((-1.8742115394251364e-2) * (((x[:,0])**(2)))) + ((0.2846500776301648) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((1.2330258144660046e-3) * (np.exp((x[:,0])**(2)))) + (((-2.996149778405027) * (((x[:,0])**(1)))) + (((0.26770416531664654) * (np.sin((x[:,0])**(2)))) + ((1.0170784869727518) * (np.exp((x[:,0])**(1)))))))))
9.602634046820499e-4,  (((0.256389332600394) + (((-8.1096088500276e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.7028689820786056e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((0.11921315125014711) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.260687263279591) * (((x[:,1])**(1)))) + (((4.095848021970022e-2) * (((x[:,0])**(1)))) + (((-1.0029413338686628) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154858) * (np.exp((x[:,1])**(1)))) + (((-1.4622703036302576e-2) * (((x[:,0])**(2)))) + ((-5.641225023657209e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.599481012948242e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990496957) * (((x[:,0])**(1)))) + (((0.3697402809012875) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921635) * (np.exp((x[:,0])**(1)))))))))
9.602634046820856e-4,  (((0.2563893326003926) + (((-8.109608850028033e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.702868982078437e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((4.095848021970056e-2) * (((x[:,0])**(1)))) + (((0.11921315125014283) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.2606872632795882) * (((x[:,1])**(1)))) + (((-1.0029413338686612) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154797) * (np.exp((x[:,1])**(1)))) + (((-1.462270303630233e-2) * (((x[:,0])**(2)))) + ((-5.64122502365727e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.5994810129482777e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990497135) * (((x[:,0])**(1)))) + (((0.3697402809012919) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921649) * (np.exp((x[:,0])**(1)))))))))
9.602634046820856e-4,  (((0.2563893326003926) + (((-8.109608850028033e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-4.702868982078437e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((4.095848021970056e-2) * (((x[:,0])**(1)))) + (((0.11921315125014283) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((1.2606872632795882) * (((x[:,1])**(1)))) + (((-1.0029413338686612) * (np.sin((x[:,1])**(1)))) + (((-0.14329424026154797) * (np.exp((x[:,1])**(1)))) + (((-1.462270303630233e-2) * (((x[:,0])**(2)))) + ((-5.64122502365727e-2) * (((x[:,1])**(2))))))))))))) / ((1.0) + (((2.5994810129482777e-3) * (np.exp((x[:,0])**(2)))) + (((-3.5411114990497135) * (((x[:,0])**(1)))) + (((0.3697402809012919) * (np.sin((x[:,0])**(2)))) + ((1.2140426989921649) * (np.exp((x[:,0])**(1)))))))))
