"Id(((0.4689075491524425) + (((3.4597368162970654e-2) * (Id((((x4)^(-1)) * ((x2)^(-2))) * ((x1)^(2))))) + (((-0.4729856086006847) * (Exp(((x3)^(-2)) * ((x2)^(-2))))) + ((8.699059189517445e-2) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2)))))))) / ((1.0) + (((-6.5527022279058544e-3) * (Id(((((x4)^(-3)) * ((x3)^(2))) * ((x1)^(-1))) * ((x0)^(-2))))) + ((0.49692437926588273) * (Id(((((x0)^(2)) * ((x3)^(-2))) * ((x2)^(2))) * ((x1)^(-2))))))))","[[0.4689075491524425,3.4597368162970654e-2,-0.4729856086006847,8.699059189517445e-2,-6.5527022279058544e-3,0.49692437926588273]]","(((0.4689075491524425) + (((3.4597368162970654e-2) * (((((x[:,4])**(-1)) * ((x[:,2])**(-2))) * ((x[:,1])**(2))))) + (((-0.4729856086006847) * (np.exp(((x[:,3])**(-2)) * ((x[:,2])**(-2))))) + ((8.699059189517445e-2) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2)))))))) / ((1.0) + (((-6.5527022279058544e-3) * ((((((x[:,4])**(-3)) * ((x[:,3])**(2))) * ((x[:,1])**(-1))) * ((x[:,0])**(-2))))) + ((0.49692437926588273) * ((((((x[:,0])**(2)) * ((x[:,3])**(-2))) * ((x[:,2])**(2))) * ((x[:,1])**(-2))))))))"
"Id(((0.14485631851859865) + (((-4.476690672982148e-3) * (Id((((x3)^(1)) * ((x2)^(2))) * ((x1)^(-1))))) + (((1.6230387092564649) * (Id((((((x4)^(-2)) * ((x3)^(1))) * ((x2)^(-1))) * ((x1)^(1))) * ((x0)^(2))))) + ((-0.28057516423218654) * (Id(((x4)^(-2)) * ((x0)^(3)))))))) / ((1.0) + (((12.219730341189639) * (Id((((x3)^(-2)) * ((x1)^(-2))) * ((x0)^(2))))) + ((15.498092340430649) * (Id((x2)^(-1)))))))","[[0.14485631851859865,-4.476690672982148e-3,1.6230387092564649,-0.28057516423218654,12.219730341189639,15.498092340430649]]","(((0.14485631851859865) + (((-4.476690672982148e-3) * (((((x[:,3])**(1)) * ((x[:,2])**(2))) * ((x[:,1])**(-1))))) + (((1.6230387092564649) * (((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,2])**(-1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + ((-0.28057516423218654) * ((((x[:,4])**(-2)) * ((x[:,0])**(3)))))))) / ((1.0) + (((12.219730341189639) * (((((x[:,3])**(-2)) * ((x[:,1])**(-2))) * ((x[:,0])**(2))))) + ((15.498092340430649) * (((x[:,2])**(-1)))))))"
"Id(((-3.3546731044220013e-3) + (((8.783557068218675e-2) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + (((3.7713636222480758e-3) * (Id(((((x4)^(-2)) * ((x3)^(3))) * ((x2)^(-3))) * ((x1)^(1))))) + ((3.6958258498798885e-5) * (Id((((x4)^(-2)) * ((x1)^(1))) * ((x0)^(3)))))))) / ((1.0) + ((0.5086731981109487) * (Id(((((x3)^(-2)) * ((x2)^(2))) * ((x1)^(-2))) * ((x0)^(2)))))))","[[-3.3546731044220013e-3,8.783557068218675e-2,3.7713636222480758e-3,3.6958258498798885e-5,0.5086731981109487]]","(((-3.3546731044220013e-3) + (((8.783557068218675e-2) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((3.7713636222480758e-3) * ((((((x[:,4])**(-2)) * ((x[:,3])**(3))) * ((x[:,2])**(-3))) * ((x[:,1])**(1))))) + ((3.6958258498798885e-5) * (((((x[:,4])**(-2)) * ((x[:,1])**(1))) * ((x[:,0])**(3)))))))) / ((1.0) + ((0.5086731981109487) * ((((((x[:,3])**(-2)) * ((x[:,2])**(2))) * ((x[:,1])**(-2))) * ((x[:,0])**(2)))))))"
"Id((-0.6925296617485684) + (((0.10278093348633552) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + (((-3.819935958924835e-4) * (Id((((((x4)^(-2)) * ((x3)^(1))) * ((x2)^(2))) * ((x1)^(1))) * ((x0)^(3))))) + (((-0.2974801634700777) * (Id(((x4)^(-2)) * ((x0)^(2))))) + ((0.6302293054653073) * (Exp(((x4)^(-1)) * ((x2)^(-1)))))))))","[[-0.6925296617485684,0.10278093348633552,-3.819935958924835e-4,-0.2974801634700777,0.6302293054653073]]","((-0.6925296617485684) + (((0.10278093348633552) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((-3.819935958924835e-4) * (((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,2])**(2))) * ((x[:,1])**(1))) * ((x[:,0])**(3))))) + (((-0.2974801634700777) * ((((x[:,4])**(-2)) * ((x[:,0])**(2))))) + ((0.6302293054653073) * (np.exp(((x[:,4])**(-1)) * ((x[:,2])**(-1)))))))))"
"Id(((2.244689156771784e-9) + (((-1.680647374741051e-12) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(3))))) + (((-4.9297505314016554e-11) * (Id(((x2)^(-1)) * ((x1)^(3))))) + ((-0.10132118324119063) * (Id((((x4)^(-2)) * ((x2)^(1))) * ((x0)^(3)))))))) / ((1.0) + (((-0.9999999969907649) * (Exp(((((x3)^(-1)) * ((x2)^(1))) * ((x1)^(-1))) * ((x0)^(1))))) + ((-8.381851039629407e-9) * (Id((x3)^(-1)))))))","[[2.244689156771784e-9,-1.680647374741051e-12,-4.9297505314016554e-11,-0.10132118324119063,-0.9999999969907649,-8.381851039629407e-9]]","(((2.244689156771784e-9) + (((-1.680647374741051e-12) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(3))))) + (((-4.9297505314016554e-11) * ((((x[:,2])**(-1)) * ((x[:,1])**(3))))) + ((-0.10132118324119063) * (((((x[:,4])**(-2)) * ((x[:,2])**(1))) * ((x[:,0])**(3)))))))) / ((1.0) + (((-0.9999999969907649) * (np.exp(((((x[:,3])**(-1)) * ((x[:,2])**(1))) * ((x[:,1])**(-1))) * ((x[:,0])**(1))))) + ((-8.381851039629407e-9) * (((x[:,3])**(-1)))))))"
"Id((3.8547515700233945e-2) + (((3.1618995931690266e-3) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x2)^(2))) * ((x0)^(2))))) + (((-6.580982971608827e-3) * (Id(((((x4)^(-2)) * ((x2)^(1))) * ((x1)^(1))) * ((x0)^(3))))) + (((0.1021483092736824) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + (((-2.8657999424496167e-2) * (Id(((((x4)^(-2)) * ((x2)^(1))) * ((x3)^(1))) * ((x0)^(2))))) + ((-4.766722926030063e-3) * (Id((x0)^(2)))))))))","[[3.8547515700233945e-2,3.1618995931690266e-3,-6.580982971608827e-3,0.1021483092736824,-2.8657999424496167e-2,-4.766722926030063e-3]]","((3.8547515700233945e-2) + (((3.1618995931690266e-3) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,2])**(2))) * ((x[:,0])**(2))))) + (((-6.580982971608827e-3) * ((((((x[:,4])**(-2)) * ((x[:,2])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(3))))) + (((0.1021483092736824) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((-2.8657999424496167e-2) * ((((((x[:,4])**(-2)) * ((x[:,2])**(1))) * ((x[:,3])**(1))) * ((x[:,0])**(2))))) + ((-4.766722926030063e-3) * (((x[:,0])**(2)))))))))"
"Id((-1.1965685555864051e-2) + (((-6.146808545794284e-2) * (Id((((((x4)^(-2)) * ((x3)^(1))) * ((x3)^(-1))) * ((x1)^(1))) * ((x0)^(2))))) + (((-9.218567188444542e-3) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x2)^(1))) * ((x0)^(3))))) + ((0.11324840173594156) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))))))","[[-1.1965685555864051e-2,-6.146808545794284e-2,-9.218567188444542e-3,0.11324840173594156]]","((-1.1965685555864051e-2) + (((-6.146808545794284e-2) * (((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,3])**(-1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((-9.218567188444542e-3) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,2])**(1))) * ((x[:,0])**(3))))) + ((0.11324840173594156) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))))))"
"Id(((-1.6497556954073594e-3) + (((8.865233196961837e-2) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + ((-2.3035554782395128e-3) * (Exp((x0)^(-3)))))) / ((1.0) + (((-9.787840671381432e-6) * (Id((((((x4)^(2)) * ((x3)^(3))) * ((x2)^(-1))) * ((x1)^(3))) * ((x0)^(-2))))) + ((0.5211295626528524) * (Id(((((x3)^(-2)) * ((x2)^(2))) * ((x1)^(-2))) * ((x0)^(2))))))))","[[-1.6497556954073594e-3,8.865233196961837e-2,-2.3035554782395128e-3,-9.787840671381432e-6,0.5211295626528524]]","(((-1.6497556954073594e-3) + (((8.865233196961837e-2) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + ((-2.3035554782395128e-3) * (np.exp((x[:,0])**(-3)))))) / ((1.0) + (((-9.787840671381432e-6) * (((((((x[:,4])**(2)) * ((x[:,3])**(3))) * ((x[:,2])**(-1))) * ((x[:,1])**(3))) * ((x[:,0])**(-2))))) + ((0.5211295626528524) * ((((((x[:,3])**(-2)) * ((x[:,2])**(2))) * ((x[:,1])**(-2))) * ((x[:,0])**(2))))))))"
"Id((-9.965564054576527e-2) + (((0.1151287717018281) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + (((-2.019489040789137e-5) * (Id(((((x4)^(-2)) * ((x3)^(3))) * ((x1)^(2))) * ((x0)^(2))))) + (((-8.341684784203654e-3) * (Id(((((x4)^(-2)) * ((x2)^(1))) * ((x1)^(1))) * ((x0)^(3))))) + (((-7.85771470004434e-2) * (Id((((x4)^(-2)) * ((x3)^(1))) * ((x0)^(2))))) + ((0.10015887785122699) * (Exp((x2)^(-3)))))))))","[[-9.965564054576527e-2,0.1151287717018281,-2.019489040789137e-5,-8.341684784203654e-3,-7.85771470004434e-2,0.10015887785122699]]","((-9.965564054576527e-2) + (((0.1151287717018281) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((-2.019489040789137e-5) * ((((((x[:,4])**(-2)) * ((x[:,3])**(3))) * ((x[:,1])**(2))) * ((x[:,0])**(2))))) + (((-8.341684784203654e-3) * ((((((x[:,4])**(-2)) * ((x[:,2])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(3))))) + (((-7.85771470004434e-2) * (((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,0])**(2))))) + ((0.10015887785122699) * (np.exp((x[:,2])**(-3)))))))))"
"Id((1.919891162962747e-2) + (((-6.374901701551479e-4) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x2)^(2))) * ((x1)^(1))))) + (((0.11819813235626837) * (Id(((((x4)^(-2)) * ((x3)^(1))) * ((x1)^(1))) * ((x0)^(2))))) + (((-2.37185920429391e-2) * (Id((((x4)^(-2)) * ((x3)^(1))) * ((x0)^(3))))) + ((-3.276324292074933e-2) * (Id(((((x4)^(-2)) * ((x2)^(1))) * ((x1)^(1))) * ((x0)^(2)))))))))","[[1.919891162962747e-2,-6.374901701551479e-4,0.11819813235626837,-2.37185920429391e-2,-3.276324292074933e-2]]","((1.919891162962747e-2) + (((-6.374901701551479e-4) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,2])**(2))) * ((x[:,1])**(1))))) + (((0.11819813235626837) * ((((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2))))) + (((-2.37185920429391e-2) * (((((x[:,4])**(-2)) * ((x[:,3])**(1))) * ((x[:,0])**(3))))) + ((-3.276324292074933e-2) * ((((((x[:,4])**(-2)) * ((x[:,2])**(1))) * ((x[:,1])**(1))) * ((x[:,0])**(2)))))))))"
