3.082520328462120054e-02,1.083871841430664062e+00,-3.893597722053527832e-01,-6.623163819313049316e-01,-2.322402149438858032e-01,-3.862977921962738037e-01,7.803947925567626953e-01,-1.484566807746887207e+00,-5.949124097824096680e-01,-7.066123187541960282e-02,-1.745533943176269531e+00
1.363608360290527122e+00,1.510452508926391602e+00,3.765795528888701837e-01,-3.700611591339110773e-01,8.184928894042968750e-01,1.000526666641235352e+00,1.785193204879760742e+00,-8.212703466415405273e-01,8.953989744186401367e-01,7.710470557212829590e-01,8.029777407646179199e-01
-2.930844426155089777e-01,-8.871728181838989258e-01,4.503571391105651855e-01,1.279666900634765625e+00,-3.131123483180999756e-01,-2.870954573154448908e-01,-1.366662025451660156e+00,1.139710426330566406e+00,-1.481739431619643887e-01,-1.037308797240256986e-01,8.894605636596679688e-01
-1.616693735122680109e-01,-2.471695244312286099e-01,9.606373310089109940e-02,2.487280368804931086e-01,-1.880879551172255915e-01,1.760903358459472878e+00,1.041872859001159668e+00,9.777022004127502441e-01,-3.445187509059906006e-01,1.057058453559875710e+00,8.543617129325866699e-01
8.577541112899780273e-01,1.121968150138854980e+00,1.738497734069824219e+00,1.166933536529541016e+00,1.685872435569763184e+00,1.566873550415039062e+00,1.000219106674194336e+00,-9.950291514396667480e-01,2.205662131309509000e-01,1.660292267799377441e+00,-3.427815437316893976e-01
-2.011106163263320923e-01,6.168614029884338379e-01,1.269834518432617188e+00,9.155774116516112171e-01,5.292437076568603516e-01,1.574915409088134766e+00,9.830758571624755859e-01,9.431437849998474121e-01,-9.157017469406127930e-01,1.110058665275573508e+00,2.679016888141632080e-01
-3.502757549285888117e-01,-7.621808648109436035e-01,-1.198279380798339844e+00,1.091870367527008057e-01,-8.569810390472412109e-01,1.538331627845764160e+00,1.300150036811828613e+00,1.006338357925415039e+00,-8.848668336868286133e-01,4.955640137195587158e-01,1.263267159461975098e+00
8.509057164192199707e-01,7.743979692459106445e-01,-1.574854135513305664e+00,-1.552231192588806152e+00,-1.447952151298522949e+00,-1.304188966751098633e+00,-1.513956785202026367e+00,1.211513519287109375e+00,6.748045682907104492e-01,9.762858748435974121e-01,-2.484710216522216797e+00
-2.988752909004679936e-02,-1.666708141565322876e-01,7.584917545318603516e-01,4.277255386114119790e-02,1.762723773717879971e-01,-5.781316161155700684e-01,-5.581718087196350098e-01,7.593626379966735840e-01,8.094754070043559679e-02,-1.548590898513793945e+00,7.541212439537048340e-01
-8.398630023002624512e-01,-1.176397442817687988e+00,-8.791744709014892578e-01,-5.490648746490478516e-01,-5.105479359626770020e-01,3.120066821575164795e-01,-1.294951792806380009e-02,1.011739015579223633e+00,8.675373792648315430e-01,-1.307922244071960449e+00,-7.618522644042960423e-02
-5.547415018081665039e-01,-3.496344685554503839e-01,-3.864990472793579102e-01,-4.841358065605163019e-01,-4.773331880569458008e-01,-8.890166282653808594e-01,-5.209738016128540039e-01,-1.327691197395324707e+00,9.117051959037779651e-01,-4.747362136840819757e-01,3.706591427326201837e-01
-4.955135285854329885e-02,-1.100615933537482938e-01,2.092732042074202936e-01,2.205518335103988092e-01,-1.713055521249771118e-01,-5.501792430877685547e-01,-3.441789746284484863e-01,7.884972542524329442e-02,9.327427148818969727e-01,1.030972599983215110e+00,5.600565075874328613e-01
-7.782576084136962891e-01,-1.373112678527832031e+00,-6.696346402168273926e-01,3.582933545112609863e-01,-5.502600669860839844e-01,2.807206630706787109e+00,1.288537383079528809e+00,1.093996047973632812e+00,1.180794239044189675e+00,1.366155505180358887e+00,2.795559167861937921e-01
-1.576115369796752930e+00,-1.535301327705383301e+00,-6.341101527214050293e-01,6.637494564056396484e-01,-7.730262875556945801e-01,-4.462773501873015802e-01,-7.457998394966125488e-01,1.063963770866394043e+00,-1.648023843765258789e+00,-2.206413894891738892e-01,-1.499138176441192072e-01
-5.316251516342163086e-01,-1.665519922971724909e-01,7.107565999031066895e-01,1.472965955734252930e+00,-1.884661018848418912e-01,-1.018316864967346191e+00,-1.393816113471984863e+00,-1.041568994522094727e+00,4.885402917861937921e-01,1.561590433120726984e-01,1.332863450050354004e+00
-6.146408244967459938e-02,4.574499428272246759e-01,-8.799528479576110840e-01,-7.725298404693603516e-01,-7.095975875854492188e-01,2.462944269180297852e+00,1.097946286201477051e+00,1.488888621330261230e+00,4.269247949123382013e-01,8.138869404792785645e-01,-3.110902905464171808e-01
-8.221820741891859574e-02,1.431695073843002042e-01,-6.118745803833007812e-01,-9.728199839591979980e-01,-4.683780968189238947e-01,1.288703322410583496e+00,7.078723311424255371e-01,1.129341721534729004e+00,-9.120750427246093750e-01,4.809496998786926270e-01,2.755407094955443781e-01
-5.402809977531433105e-01,-1.613030135631561002e-01,-3.897899091243743896e-01,1.283982157707214355e+00,-7.848970293998718262e-01,-5.555171519517799680e-03,5.674507617950439453e-01,4.951409399509429932e-01,-1.202412009239196777e+00,-1.627706408500671387e+00,1.256931543350219505e+00
-7.921245694160460038e-02,5.972142219543457031e-01,7.222189307212829590e-01,6.032706499099731445e-01,3.297620415687561035e-01,-3.982871770858764093e-01,-5.209023356437683105e-01,7.188476920127868652e-01,-1.195310711860656738e+00,1.481623053550720215e+00,-3.699540793895720880e-01
