0.8804573804492459,28.0,  (((48.56760424735356) + (((0.8856497108681228) * (((x[:,0])**(1)))) + (((-2.875517735059406e-3) * (((x[:,0])**(2)))) + (((2.5261654593196794e-6) * (((x[:,0])**(3)))) + (((2.5237735318329808e-6) * (((x[:,0])**(3)))) + ((-2.8755172340745247e-3) * (((x[:,0])**(2))))))))) / ((1.0) + (((6.139931227564078e-4) * (((x[:,0])**(2)))) + ((-8.139730954756202e-3) * (((x[:,0])**(1)))))))
1.3793313736518102,22.0,  (((49.65779559403974) + (((1.087360392019079) * (((x[:,0])**(1)))) + ((-5.146732485190758e-3) * (((x[:,0])**(2)))))) / ((1.0) + (((2.3540260039935697e-4) * (((x[:,0])**(2)))) + (((2.3540214429794448e-4) * (((x[:,0])**(2)))) + ((2.2600149234876864e-6) * (((x[:,0])**(3))))))))
0.5258074992120099,76.0,  np.exp(((3.922522004973587) + (((0.10947705827956411) * (((x[:,0])**(1)))) + (((-1.4193002266440837e-6) * (((x[:,0])**(3)))) + (((-1.4194568620979587e-6) * (((x[:,0])**(3)))) + (((-1.4194472732820384e-6) * (((x[:,0])**(3)))) + (((-1.4194473124291298e-6) * (((x[:,0])**(3)))) + ((7.379925223592425e-4) * (((x[:,0])**(2)))))))))) / ((1.0) + (((-1.1850721008183557e-7) * (((x[:,0])**(3)))) + (((-1.1850843848641176e-7) * (((x[:,0])**(3)))) + (((1.7907868867502504e-4) * (((x[:,0])**(2)))) + (((2.1407791914872853e-2) * (((x[:,0])**(1)))) + (((-1.1850843848641176e-7) * (((x[:,0])**(3)))) + ((1.7907868870000202e-4) * (((x[:,0])**(2)))))))))))
0.525807499217755,64.0,  np.exp(((3.922522004949859) + (((0.10947705827995113) * (((x[:,0])**(1)))) + (((3.689958749796933e-4) * (((x[:,0])**(2)))) + (((-1.8924182619793335e-6) * (((x[:,0])**(3)))) + (((3.68996647379681e-4) * (((x[:,0])**(2)))) + (((-1.892616708636261e-6) * (((x[:,0])**(3)))) + ((-1.892616703843403e-6) * (((x[:,0])**(3)))))))))) / ((1.0) + (((-1.778469353988148e-7) * (((x[:,0])**(3)))) + (((2.1407791914868357e-2) * (((x[:,0])**(1)))) + (((-1.7767715165916806e-7) * (((x[:,0])**(3)))) + ((3.581573773749937e-4) * (((x[:,0])**(2)))))))))
1.047471513088501,28.0,  (((48.23342815679409) + (((1.1932747814729647) * (((x[:,0])**(1)))) + ((-2.5033095871624183e-5) * (((x[:,0])**(3)))))) / ((1.0) + (((5.117093965160339e-4) * (((x[:,0])**(2)))) + (((2.320122943579495e-6) * (((x[:,0])**(3)))) + (((2.333065582913013e-6) * (((x[:,0])**(3)))) + ((-1.045790564714974e-3) * (((x[:,0])**(1)))))))))
0.5258074999951209,34.0,  np.exp(((3.922522004792236) + (((0.10947705827789789) * (((x[:,0])**(1)))) + (((1.4759827307618024e-4) * (((x[:,0])**(2)))) + (((1.47598558544443e-4) * (((x[:,0])**(2)))) + (((-5.677651674436304e-6) * (((x[:,0])**(3)))) + (((1.4759856358185705e-4) * (((x[:,0])**(2)))) + (((1.4759856358091857e-4) * (((x[:,0])**(2)))) + ((1.4759856358199496e-4) * (((x[:,0])**(2))))))))))) / ((1.0) + (((3.581573773758064e-4) * (((x[:,0])**(2)))) + (((-3.5552408710145596e-7) * (((x[:,0])**(3)))) + ((2.1407791914858032e-2) * (((x[:,0])**(1))))))))
0.5258074997780822,40.0,  np.exp(((3.9225220048615066) + (((0.10947705827804866) * (((x[:,0])**(1)))) + (((-5.677651674447769e-6) * (((x[:,0])**(3)))) + ((7.379925223611333e-4) * (((x[:,0])**(2))))))) / ((1.0) + (((-3.555240871162045e-7) * (((x[:,0])**(3)))) + (((2.140779191486908e-2) * (((x[:,0])**(1)))) + ((3.581573773750162e-4) * (((x[:,0])**(2))))))))
0.525807499501927,46.0,  np.exp(((3.922522004910287) + (((0.10947705827883558) * (((x[:,0])**(1)))) + (((3.689963764895495e-4) * (((x[:,0])**(2)))) + (((-1.8924148551880185e-6) * (((x[:,0])**(3)))) + (((-1.8926183539348909e-6) * (((x[:,0])**(3)))) + (((-1.8926184652874617e-6) * (((x[:,0])**(3)))) + ((3.6899614586611076e-4) * (((x[:,0])**(2)))))))))) / ((1.0) + (((3.5815737737240113e-4) * (((x[:,0])**(2)))) + (((-3.5552408707403835e-7) * (((x[:,0])**(3)))) + ((2.1407791914865693e-2) * (((x[:,0])**(1))))))))
0.5258074993901153,52.0,  np.exp(((3.922522004936354) + (((0.1094770582792417) * (((x[:,0])**(1)))) + (((-2.8385558627595916e-6) * (((x[:,0])**(3)))) + (((-2.8390958116316907e-6) * (((x[:,0])**(3)))) + (((3.689962614111166e-4) * (((x[:,0])**(2)))) + ((3.6899626093363745e-4) * (((x[:,0])**(2))))))))) / ((1.0) + (((-1.1862622907955776e-7) * (((x[:,0])**(3)))) + (((-1.1844892902666156e-7) * (((x[:,0])**(3)))) + (((3.5815737737498847e-4) * (((x[:,0])**(2)))) + (((2.1407791914867358e-2) * (((x[:,0])**(1)))) + ((-1.1844892902666156e-7) * (((x[:,0])**(3))))))))))
0.5258074992694982,58.0,  np.exp(((3.922522004977029) + (((0.10947705827931875) * (((x[:,0])**(1)))) + (((-1.8914960213374133e-6) * (((x[:,0])**(3)))) + (((-1.8930757867086453e-6) * (((x[:,0])**(3)))) + (((-1.8930798663214322e-6) * (((x[:,0])**(3)))) + (((3.689962600795377e-4) * (((x[:,0])**(2)))) + ((3.6899626226724255e-4) * (((x[:,0])**(2)))))))))) / ((1.0) + (((-1.7836363623034688e-7) * (((x[:,0])**(3)))) + (((-1.7716045087963913e-7) * (((x[:,0])**(3)))) + (((3.5815737737521745e-4) * (((x[:,0])**(2)))) + ((2.1407791914886676e-2) * (((x[:,0])**(1)))))))))
