algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*TIR-points,1027_ESL,0.5382451898603446,0.2544157949905287,0.8585223357433545,134.5,2098.348306655884
*TIR-points,1028_SWD,0.6394050885267621,0.3427681189210314,0.3492739045878557,291.0,8075.568758487701
*TIR-points,1029_LEV,0.6510376609032901,0.3533655637796703,0.5377000373924716,86.0,3305.116585254669
*TIR-points,1030_ERA,1.5880270384846606,1.2589802965739152,0.358835364688128,44.0,2221.4112161397934
*TIR-points,1089_USCrime,19.75174500992682,5.966316959537844,0.7265154088372141,21.5,609.4113198518753
*TIR-points,1096_FacultySalaries,2.4306077690882892,1.774944715542856,0.7572143658469512,17.0,552.7494542598724
*TIR-points,1191_BNG_pbc,895.2862379501089,13.594288165352578,0.3417437409981307,83.0,23195.972476363186
*TIR-points,1193_BNG_lowbwt,461.71427567942834,12.26989579305992,0.5925816780806368,94.0,29899.305144429207
*TIR-points,1196_BNG_pharynx,299.0502968969428,11.40123460831013,0.4880661411256152,86.0,28374.561146616936
*TIR-points,1199_BNG_echoMonths,11.766491709890015,4.9376916326425775,0.4464812947604843,90.5,26027.818609714508
*TIR-points,1201_BNG_breastTumor,9.727194372987142,4.560364319446997,0.1160390403741907,95.0,29184.670811533928
*TIR-points,1203_BNG_pwLinear,2.823320000889065,2.194012292063187,0.6018797947328405,95.5,33902.29224562645
*TIR-points,1595_poker,0.7423124064736151,0.4389177759595996,0.0838250738363625,153.5,46175.813343048096
*TIR-points,192_vineyard,2.7480671684796985,2.0201158619555466,0.5781479384627668,20.0,617.0751579999924
*TIR-points,195_auto_price,2199.90279510951,15.39104822721961,0.8265125597764971,137.5,1439.103753566742
*TIR-points,197_cpu_act,2.599502477250892,2.0486464634319623,0.9800485795718707,100.0,16004.623950242996
*TIR-points,201_pol,20.85890414338821,6.077857523770211,0.7459356234616273,68.0,16179.691890120506
*TIR-points,207_autoPrice,2126.139875090083,15.32322221014153,0.8492477406943453,91.0,1825.7668343782425
*TIR-points,210_cloud,0.5258210564760885,-1.2913483248581508,0.7732865558043355,21.0,590.1136778593063
*TIR-points,215_2dplanes,1.0769610438068709,0.7700365012992376,0.939414224846786,94.0,34343.58510804176
*TIR-points,218_house_8L,33386.218967170455,20.83179318433072,0.6020349271450887,103.5,28372.348818063736
*TIR-points,225_puma8NH,3.145863737034208,2.3884368850361613,0.6852259914422382,83.0,14815.770094394684
*TIR-points,227_cpu_small,3.1141681023309618,2.370059750831194,0.9709222259213026,95.5,15569.456450343132
*TIR-points,228_elusage,10.806699954307984,4.759951938266415,0.7350563758401893,17.0,532.9362415075302
