6.499882089781418015e-01,2.413723601124547091e+00,7.327038631716243922e-01
2.113253160770428352e+00,2.491060376522599817e+00,2.412984446864193111e-01
2.449857862591009905e+00,9.297922026583743671e-01,3.333768289398992418e-02
2.392271373412812707e+00,2.050215978168765218e+00,1.026389936189769231e-01
1.612752998964456230e+00,2.290480729140848215e+00,5.522709529788686345e-01
1.512526666163328537e+00,1.929417129284459076e+00,5.040658857425279749e-01
3.429154801521763218e-01,3.699447318803080753e-01,1.131863050521512842e-01
2.303573066249720469e+00,2.615237558902876902e+00,1.506750235038664676e-01
7.413690793848145555e-01,1.571193113481627046e+00,4.534378139409243613e-01
1.439755810735634300e+00,7.756645217470115039e-01,1.974835217610590443e-01
7.812496880753018180e-01,1.218207374856851155e+00,3.353069710836052986e-01
3.148679252990487232e-01,1.647038023661287487e-02,8.487791783112999533e-02
1.851628860364383344e+00,2.963870837894944099e-01,7.995379677497591042e-02
6.842930795100188313e-02,2.273194926599168664e+00,3.355047129547544249e-01
2.220800225791220051e+00,-9.996393225836497365e-02,2.830381637477116102e-02
8.845190653094616717e-01,1.191354068295105595e+00,3.387929023832192410e-01
-9.958245168609551612e-02,1.519781561365324052e+00,1.381281866266300395e-01
1.484500331635412396e+00,6.936670200301411904e-02,1.112518844945593471e-01
4.524091643556968356e-02,2.916542305214231856e+00,2.926047405993550399e-01
7.561256292447884331e-01,6.009885268739830755e-01,1.960489836768113114e-01
2.091627111112720261e+00,8.430160308724707896e-01,7.697691263725327249e-02
9.433782702778417684e-02,8.422217879905847804e-01,1.115267290669554878e-01
2.501949326303607002e+00,6.142916525637847069e-01,2.203249468368800520e-02
-8.815823975839237603e-02,-9.543115153243461601e-02,3.856034558692504610e-02
6.651539945258969633e-01,2.160968861672788677e+00,6.798286544428661093e-01
2.196802574071421432e+00,2.897221049377784574e+00,1.758382440730638374e-01
8.804374641608511132e-01,5.953097981836397157e-01,2.041918369912836817e-01
2.158664030046419657e-01,1.955446294590609480e+00,3.613094694836719301e-01
1.016725148281326430e+00,2.199878613572016750e+00,7.749332227070081514e-01
7.382191877920292189e-01,2.530118675180626830e+00,7.775507137662859281e-01
2.512406896697720438e+00,1.210150510742188157e+00,3.545492159841371477e-02
8.713785445139438091e-01,8.390858074853306814e-01,2.484675590860117023e-01
2.345690662505622193e+00,9.084149154713964114e-01,4.379945576552637249e-02
2.664803648913277812e+00,2.109126132605389614e+00,4.624810988215200674e-02
1.244834000687241593e+00,2.432016346167471532e+00,7.818367438295039662e-01
2.720823745948615091e+00,4.630033000454683023e-01,9.674995923784698512e-03
1.069685967285897821e+00,1.049917125289071995e+00,3.013121028023680315e-01
2.888643091119335260e+00,2.696014609922364968e+00,2.280420126497307437e-02
1.767975260292760920e-01,2.400749911053691399e+00,4.197234748896813694e-01
2.029759726160052402e+00,2.953061048563675239e+00,2.464415329783165298e-01
1.430823525416478725e+00,2.238169605014450170e+00,6.547593665010126296e-01
1.101711296912505800e+00,1.118905123186558992e+00,3.184980354362570987e-01
1.861406824120662717e+00,1.730977285383376918e+00,2.657984710821376662e-01
2.081956984066426486e+00,1.949144188166692881e+00,2.063073679417400108e-01
-8.647386408404184044e-02,1.432130305830842387e-01,4.547346830642507581e-02
4.175545751163161068e-01,1.587940573221981788e+00,3.505715132389093380e-01
2.110442756966387723e+00,2.098894568265089688e+00,2.141199821513331825e-01
1.965794782092439963e+00,4.186960424032871719e-01,7.112776225297866295e-02
2.894747265898899524e+00,2.319958324019227192e+00,2.239219395963463685e-02
2.259217149777427380e+00,1.709695619593746052e+00,1.122554490761158430e-01
2.847395393967147914e+00,2.851887535662543272e+00,2.488736851835282246e-02
2.077875554757901533e+00,3.150912444136425017e-02,4.290392295260239686e-02
8.239618467822737991e-01,7.225110264219476441e-01,2.223863164365607603e-01
2.266312589776550979e-01,1.764817025829454655e+00,3.159193897281931118e-01
2.323653976369300267e+00,8.193357278383852638e-01,4.308874617474591634e-02
1.896862586575339238e+00,2.114714908620850764e+00,3.317696817475839777e-01
4.937663841921829944e-02,2.252916375817985983e+00,3.212197744555891910e-01
1.016156444293032868e+00,2.177994886060708180e-01,1.560035097777313362e-01
2.866079428001286900e+00,1.492948839040979969e+00,1.388255954032730638e-02
