6.499882089781418015e-01,2.413723601124547091e+00,7.851415612232013341e-01
2.113253160770428352e+00,2.491060376522599817e+00,3.008529733801798556e-01
2.449857862591009905e+00,9.297922026583743671e-01,9.306839876785066856e-02
2.392271373412812707e+00,2.050215978168765218e+00,7.489415748922390037e-02
1.612752998964456230e+00,2.290480729140848215e+00,5.386187514068074833e-01
1.512526666163328537e+00,1.929417129284459076e+00,5.397464385995737191e-01
3.429154801521763218e-01,3.699447318803080753e-01,1.225333661684478298e-01
2.303573066249720469e+00,2.615237558902876902e+00,-9.083400167391067481e-02
7.413690793848145555e-01,1.571193113481627046e+00,4.284305254062408252e-01
1.439755810735634300e+00,7.756645217470115039e-01,1.048316480024243519e-01
7.812496880753018180e-01,1.218207374856851155e+00,3.543738533768853727e-01
3.148679252990487232e-01,1.647038023661287487e-02,4.097402034753947486e-01
1.851628860364383344e+00,2.963870837894944099e-01,1.199439395646745149e-01
6.842930795100188313e-02,2.273194926599168664e+00,3.013857402363174232e-01
2.220800225791220051e+00,-9.996393225836497365e-02,1.286162323431986887e-01
8.845190653094616717e-01,1.191354068295105595e+00,3.913200332468516063e-01
-9.958245168609551612e-02,1.519781561365324052e+00,1.838437698426027556e-01
1.484500331635412396e+00,6.936670200301411904e-02,1.772906672550149110e-01
4.524091643556968356e-02,2.916542305214231856e+00,5.164022209569696376e-01
7.561256292447884331e-01,6.009885268739830755e-01,7.298327929797762681e-02
2.091627111112720261e+00,8.430160308724707896e-01,1.285185707959674573e-01
9.433782702778417684e-02,8.422217879905847804e-01,1.071594815948063995e-02
2.501949326303607002e+00,6.142916525637847069e-01,8.248457198674791213e-02
-8.815823975839237603e-02,-9.543115153243461601e-02,-6.141309043710395377e-02
6.651539945258969633e-01,2.160968861672788677e+00,6.344099028700317389e-01
2.196802574071421432e+00,2.897221049377784574e+00,1.437259268750268326e-01
8.804374641608511132e-01,5.953097981836397157e-01,3.103823047328608253e-01
2.158664030046419657e-01,1.955446294590609480e+00,4.612576514199993039e-01
1.016725148281326430e+00,2.199878613572016750e+00,6.393715867396676522e-01
7.382191877920292189e-01,2.530118675180626830e+00,7.835287615148006646e-01
2.512406896697720438e+00,1.210150510742188157e+00,-4.176307967380803871e-02
8.713785445139438091e-01,8.390858074853306814e-01,1.115143562248947784e-01
