algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
TIRNL,1089_USCrime,12.925511888591778,5.118406048286934,0.9231305280942121,41,452.06756067276
TIRNL,1089_USCrime,15.177019218821215,5.43956478057874,0.8371462605569684,20,458.0489251613617
TIRNL,1089_USCrime,15.36008582191236,5.463544630136005,0.8524520559468343,38,451.679390668869
TIRNL,1089_USCrime,18.1569196661581,5.798103473756261,0.8362931660140492,26,430.837434053421
TIRNL,1089_USCrime,18.210628443288563,5.804010808066045,0.8352635845664302,14,441.8461310863495
TIRNL,1089_USCrime,19.16616759221278,5.906293240258047,0.7032712256552978,17,468.7552468776703
TIRNL,1089_USCrime,20.325209935008278,6.0237239685724555,0.7851805776988154,20,425.439489364624
TIRNL,1089_USCrime,20.531465994634534,6.04391727183232,0.6821939037188309,17,486.4593229293823
TIRNL,1089_USCrime,21.206576955442298,6.108622734625413,0.6795146041260478,29,474.34286236763
TIRNL,1089_USCrime,23.136849008703024,6.282853083474632,0.5420400978153954,20,474.4806411266327
TIRNL,1096_FacultySalaries,0.9175429995322174,-0.17211166835283667,0.88603122364297,17,483.0457875728607
TIRNL,1096_FacultySalaries,1.1597161074011186,0.2963504803334812,0.8857767689111763,14,456.18944096565247
TIRNL,1096_FacultySalaries,1.5609218879658455,0.8905532010825125,0.8767363711301304,14,441.9821469783783
TIRNL,1096_FacultySalaries,1.584440150518838,0.9204622551900679,0.6670072640426096,11,439.9375898838043
TIRNL,1096_FacultySalaries,1.7059552742600466,1.0682504639933184,0.762886851351408,14,482.0731816291809
TIRNL,1096_FacultySalaries,2.2721483037599532,1.6414515465416952,0.6534358926368569,17,464.00980496406555
TIRNL,1096_FacultySalaries,2.8660097660432093,2.1058414739037747,0.804340397763961,23,440.7719886302948
TIRNL,1096_FacultySalaries,3.4375647569855103,2.4695266024220683,0.6125231803610038,14,472.95372200012207
TIRNL,1096_FacultySalaries,5.495899793298219,3.4080046441867813,-0.9393465599063373,20,482.38276648521423
TIRNL,1096_FacultySalaries,6.595070754657939,3.77264502928424,-0.07243792664707338,23,478.728883266449
TIRNL,192_vineyard,1.9594746343328433,1.3453527872091149,0.6383041235237696,20,510.3870141506195
TIRNL,192_vineyard,2.4110060927978605,1.760088252558302,0.7308155599022002,23,517.3577816486359
TIRNL,192_vineyard,2.4388310738518495,1.7830377128436485,0.44647874771656004,17,532.9447495937347
TIRNL,192_vineyard,2.5719149956362637,1.8893015118421452,0.2731520156907691,20,506.22895312309265
TIRNL,192_vineyard,2.586825745565449,1.9008630864205358,0.53775115593357,14,581.8403713703156
TIRNL,192_vineyard,2.642745138439909,1.9436364041622838,0.6248209741003263,14,582.4597954750061
TIRNL,192_vineyard,3.133087876580303,2.284038120555439,0.5975389375154572,17,498.61437153816223
TIRNL,192_vineyard,3.379546362084159,2.4354829761730015,0.37533806450566665,23,506.7352383136749
TIRNL,192_vineyard,3.5649201283967207,2.542283298476962,0.47838183771892473,32,523.042548418045
TIRNL,192_vineyard,3.851017632410866,2.6966748669600125,0.5804959544617028,32,469.84701108932495
TIRNL,207_autoPrice,1421.9956401232273,14.51963308868213,0.9493678272028574,128,1765.2392528057098
TIRNL,207_autoPrice,1663.7677925433575,14.833680127786149,0.8277185939182248,71,2000.6127190589905
TIRNL,207_autoPrice,1866.2596783464787,15.06338306965202,0.8900830473443967,95,1915.5117757320404
TIRNL,207_autoPrice,2043.4595901235057,15.244799055946467,0.7282693301281848,103,2933.913962125778
TIRNL,207_autoPrice,2054.551515496126,15.255625724955788,0.8896076982895568,98,1845.482596874237
TIRNL,207_autoPrice,2170.56926053297,15.36548948834863,0.8192999572392466,100,1916.5898478031158
TIRNL,207_autoPrice,2569.39416632538,15.702850834305128,0.8413884387683804,151,2173.483083963394
TIRNL,207_autoPrice,2742.9877400828273,15.833606042797866,0.7728649519933929,160,1811.1493835449219
TIRNL,207_autoPrice,2822.405612606893,15.890689708808415,0.73313359976394,95,1882.4636363983154
TIRNL,207_autoPrice,4466.9281369432165,16.80891246735844,0.5658452344844892,133,2309.362553358078
TIRNL,228_elusage,10.192012775306859,4.6432087045863915,0.5122843198167789,17,499.35091853141785
TIRNL,228_elusage,10.706194914608602,4.741645075829975,0.8060948896777087,17,509.9373924732208
TIRNL,228_elusage,10.751601520489016,4.750109444255192,0.7752843067173463,14,462.8961877822876
TIRNL,228_elusage,11.368620747143932,4.861713988168886,0.7665388350721102,14,480.07471990585327
TIRNL,228_elusage,11.46145015185655,4.877978487165327,0.7353060659149004,17,468.90276765823364
TIRNL,228_elusage,11.507367912155921,4.885975036459637,0.7423850619845784,14,526.6270804405212
TIRNL,228_elusage,11.607792892272181,4.903353347225898,0.6836871792398452,14,496.15507984161377
TIRNL,228_elusage,15.651925769231088,5.501187923525755,0.6981099889910058,17,480.0112030506134
TIRNL,228_elusage,7.69751993113259,4.081796380225251,0.8243932944732117,20,503.8165135383606
TIRNL,228_elusage,9.973637379904282,4.599890699852899,0.5800973310587552,23,532.9571132659912
TIRNL,485_analcatdata_vehicle,127.38474609875064,9.694424007241354,0.7808418802949368,23,392.0223500728607
TIRNL,485_analcatdata_vehicle,135.92531534900334,9.824211166102778,0.7227626294598655,23,395.79961347579956
TIRNL,485_analcatdata_vehicle,161.12533304133729,10.164365056464312,0.6286691000197278,23,391.2479043006897
TIRNL,485_analcatdata_vehicle,184.64234988201557,10.436841420138846,0.5695180237284068,14,374.27946734428406
TIRNL,485_analcatdata_vehicle,205.52481265421025,10.651133538980663,0.6024851342103634,23,312.4743621349335
TIRNL,485_analcatdata_vehicle,234.64935029560752,10.916184546826543,0.3525360350510247,32,319.1462450027466
TIRNL,485_analcatdata_vehicle,283.53553385211313,11.294674910359564,-1.9081143926736615,22,811.9690334796906
TIRNL,485_analcatdata_vehicle,297.53866618339697,11.391088373809255,-1.3676780453506527,26,364.4644892215729
TIRNL,485_analcatdata_vehicle,321.7342721000668,11.547451925839159,-0.3606745949250749,23,680.6896281242371
TIRNL,485_analcatdata_vehicle,333.4761963196157,11.619142974909721,-0.37430817036907427,40,590.3329565525055
TIRNL,523_analcatdata_neavote,0.6264818983268078,-0.9352707967930851,0.9750051222150015,23,596.213324546814
TIRNL,523_analcatdata_neavote,0.6898522158098047,-0.742555768632862,0.9691008674645688,14,550.2586975097656
TIRNL,523_analcatdata_neavote,0.8204193464139796,-0.3958793427548714,0.950946835356639,14,581.7164161205292
TIRNL,523_analcatdata_neavote,0.8993307995515267,-0.2122086965731918,0.949681721143864,17,565.1127626895905
TIRNL,523_analcatdata_neavote,0.947280852011954,-0.10831931905988385,0.945155668602796,17,596.0761485099792
TIRNL,523_analcatdata_neavote,0.9677587738147279,-0.06554484673162041,0.9353492210421233,14,567.3918538093567
TIRNL,523_analcatdata_neavote,1.0802838469168121,0.15444765564790477,0.9112240453148288,17,553.6529095172882
TIRNL,523_analcatdata_neavote,1.084756021335374,0.1627101931555631,0.9150179378160858,26,554.3106100559235
TIRNL,523_analcatdata_neavote,1.1397279919920522,0.26157926084062527,0.9039670647230427,14,530.7573869228363
TIRNL,523_analcatdata_neavote,1.2563905737041916,0.4564859720619874,0.8878129069754415,14,487.5906262397766
