algorithm,dataset,rmse_test,log_mse_test,r2_test,model_size,training time (s)
*TIRNL,1089_USCrime,18.68839801775067,5.855152024162046,0.8102220811326228,20.0,455.05824291706085
*TIRNL,1096_FacultySalaries,1.9890517890099997,1.354851005267507,0.7149470576970087,15.5,468.4817634820938
*TIRNL,192_vineyard,2.6147854420026793,1.92224974529141,0.5591235551976363,20.0,513.8723978996277
*TIRNL,207_autoPrice,2112.560388014548,15.310557606652209,0.8235092755787357,101.5,1916.0508117675781
*TIRNL,228_elusage,11.060111133816473,4.805911716212039,0.7388455639497394,17.0,497.7529991865158
*TIRNL,485_analcatdata_vehicle,220.08708147490887,10.783659042903604,0.46102702938971574,23.0,391.6351271867752
*TIRNL,523_analcatdata_neavote,0.957519812913341,-0.0869320828957521,0.9402524448224596,15.5,559.711686372757
*TIRNL,560_bodyfat,0.7052478112112901,-0.7571749663760458,0.9935666021126781,159.5,2387.0364673137665
*TIRNL,593_fri_c1_1000_10,0.24319631253758284,-2.830192612517851,0.9411405501332084,89.0,4934.566819667816
*TIRNL,594_fri_c2_100_5,0.816405512580574,-0.4069619558123728,0.26875057890288195,20.0,578.0438293218613
*TIRNL,596_fri_c2_250_5,0.4992863850397219,-1.3893199434616816,0.733594143505814,38.0,671.6764886379242
*TIRNL,606_fri_c2_1000_10,0.27150520856953964,-2.608855855181888,0.9259969416213594,90.5,5500.622693657875
*TIRNL,624_fri_c0_100_5,0.510519438330463,-1.3469611293963497,0.6991041199451804,36.5,506.13787841796875
*TIRNL,626_fri_c2_500_50,0.5798464745818797,-1.0900222494342948,0.6678142876223052,66.5,3206.2975556850433
*TIRNL,659_sleuth_ex1714,1666.8184737185607,14.824673451834476,0.533178340003126,18.5,437.21098124980927
*TIRNL,663_rabe_266,6.25143143285068,3.6651062487344737,0.9845439753748406,23.0,451.5186514854431
*TIRNL,678_visualizing_environmental,3.142063952135562,2.2897205656318844,0.2205084997578174,14.0,607.9545595645905
*TIRNL,687_sleuth_ex1605,10.996142691839093,4.794449378558639,0.37094179620480605,20.0,440.18034994602203
*TIRNL,690_visualizing_galaxy,25.6062761771621,6.484472713636839,0.9219408736715262,18.5,711.1298689842224
*TIRNL,712_chscase_geyser1,6.20855154018489,3.651358685005384,0.7616799112330004,15.5,691.7428708076477
