0.19278700617953992,  (((-3.1761844735477954e-2) + (((-1.2901179557199605e-2) * (np.sin(((x[:,1])**(2)) * ((x[:,0])**(1))))) + (((9.516054083942867e-2) * (((x[:,1])**(1)))) + (((-6.43996207761259e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.20419132574637694) * (((x[:,0])**(2)))) + (((8.090142310313211e-2) * (np.exp((x[:,0])**(1)))) + (((0.13306737555848613) * (((x[:,0])**(1)))) + (((-2.1864905463982266e-2) * (np.sin((x[:,1])**(2)))) + (((-2.1864905463982846e-2) * (np.sin((x[:,1])**(2)))) + (((-5.108177185563559e-2) * (np.sin((x[:,0])**(2)))) + (((0.144281707678584) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((1.5280739384150276e-2) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))))) / ((1.0) + ((-0.39456872875262206) * (np.sin((x[:,0])**(2))))))
0.2249682681178039,  (((-4.1201707732120674e-2) + (((9.873040653838658e-2) * (((x[:,1])**(1)))) + (((-6.339318570965907e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.2095810768471902) * (((x[:,0])**(2)))) + (((4.177299944800992e-2) * (np.exp((x[:,0])**(1)))) + (((4.177299944800936e-2) * (np.exp((x[:,0])**(1)))) + (((0.13280532698453268) * (((x[:,0])**(1)))) + (((-6.22036337530952e-2) * (np.sin((x[:,0])**(2)))) + (((0.14085229980153116) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((-5.616224367159764e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))) / ((1.0) + ((-0.4422323941863041) * (np.sin((x[:,0])**(2))))))
0.21106774423116556,  (((8.286359902853282e-2) + (((8.887844378792914e-2) * (((x[:,1])**(1)))) + (((-6.837277796078238e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((5.93300537353776e-3) * (((x[:,0])**(2)))) + (((-3.6919350457013916e-2) * (((x[:,0])**(1)))) + (((-4.4452472090680456e-2) * (np.sin((x[:,1])**(2)))) + (((-4.7572359616098684e-4) * (np.sin((x[:,0])**(2)))) + (((-4.757235961621259e-4) * (np.sin((x[:,0])**(2)))) + (((0.1597967552045742) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((2.8163025129107566e-2) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))) / ((1.0) + ((-0.3822366254019555) * (np.sin((x[:,0])**(2))))))
0.19483541679432467,  (((-3.215612944762539e-2) + (((9.391538202086519e-2) * (((x[:,1])**(1)))) + (((-6.484000795814943e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.20343050470686078) * (((x[:,0])**(2)))) + (((8.140353256120858e-2) * (np.exp((x[:,0])**(1)))) + (((0.12687946466498673) * (((x[:,0])**(1)))) + (((-4.345160405115073e-2) * (np.sin((x[:,1])**(2)))) + (((-2.6871959969419965e-2) * (np.sin((x[:,0])**(2)))) + (((-2.6871959969419972e-2) * (np.sin((x[:,0])**(2)))) + (((0.14700671865572315) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((1.256326368332065e-2) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1))))))))))))))) / ((1.0) + ((-0.4042434442553521) * (np.sin((x[:,0])**(2))))))
0.19721679719492188,  (((-4.2149362973071855e-2) + (((9.746322849851821e-2) * (((x[:,1])**(1)))) + (((-6.269078272859774e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.2207156919577593) * (((x[:,0])**(2)))) + (((8.681177854537883e-2) * (np.exp((x[:,0])**(1)))) + (((0.14922841970674547) * (((x[:,0])**(1)))) + (((-2.025364902844718e-2) * (np.sin((x[:,1])**(2)))) + (((-2.02536490284475e-2) * (np.sin((x[:,1])**(2)))) + (((-5.609378695175349e-2) * (np.sin((x[:,0])**(2)))) + ((0.13864658463818957) * ((((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))) / ((1.0) + ((-0.41327854395145797) * (np.sin((x[:,0])**(2))))))
0.1972167971949215,  (((-4.2149362973071605e-2) + (((9.746322849851818e-2) * (((x[:,1])**(1)))) + (((-6.269078272859774e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.2207156919577593) * (((x[:,0])**(2)))) + (((8.68117785453785e-2) * (np.exp((x[:,0])**(1)))) + (((0.14922841970674583) * (((x[:,0])**(1)))) + (((-4.0507298056895014e-2) * (np.sin((x[:,1])**(2)))) + (((-5.609378695175374e-2) * (np.sin((x[:,0])**(2)))) + ((0.13864658463818963) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))))))))))) / ((1.0) + ((-0.41327854395145786) * (np.sin((x[:,0])**(2))))))
0.19483541679432467,  (((-3.215612944762547e-2) + (((9.391538202086483e-2) * (((x[:,1])**(1)))) + (((-6.484000795814927e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.2034305047068607) * (((x[:,0])**(2)))) + (((8.140353256120839e-2) * (np.exp((x[:,0])**(1)))) + (((0.12687946466498723) * (((x[:,0])**(1)))) + (((-4.345160405115058e-2) * (np.sin((x[:,1])**(2)))) + (((-5.374391993884009e-2) * (np.sin((x[:,0])**(2)))) + (((0.14700671865572285) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + (((6.281631841660393e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((6.281631841660004e-3) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1))))))))))))))) / ((1.0) + ((-0.4042434442553526) * (np.sin((x[:,0])**(2))))))
0.19483541679432465,  (((-3.2156129447624096e-2) + (((9.391538202086505e-2) * (((x[:,1])**(1)))) + (((-6.484000795814908e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.20343050470685947) * (((x[:,0])**(2)))) + (((8.140353256120786e-2) * (np.exp((x[:,0])**(1)))) + (((0.12687946466498665) * (((x[:,0])**(1)))) + (((-4.3451604051150616e-2) * (np.sin((x[:,1])**(2)))) + (((-5.374391993883959e-2) * (np.sin((x[:,0])**(2)))) + (((0.14700671865572235) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((1.256326368332029e-2) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))) / ((1.0) + ((-0.4042434442553524) * (np.sin((x[:,0])**(2))))))
0.1972167971949215,  (((-4.2149362973071605e-2) + (((9.746322849851818e-2) * (((x[:,1])**(1)))) + (((-6.269078272859774e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.2207156919577593) * (((x[:,0])**(2)))) + (((8.68117785453785e-2) * (np.exp((x[:,0])**(1)))) + (((0.14922841970674583) * (((x[:,0])**(1)))) + (((-4.0507298056895014e-2) * (np.sin((x[:,1])**(2)))) + (((-5.609378695175374e-2) * (np.sin((x[:,0])**(2)))) + ((0.13864658463818963) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))))))))))) / ((1.0) + ((-0.41327854395145786) * (np.sin((x[:,0])**(2))))))
0.19483541679432467,  (((-3.215612944762539e-2) + (((9.391538202086519e-2) * (((x[:,1])**(1)))) + (((-6.484000795814943e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.20343050470686078) * (((x[:,0])**(2)))) + (((8.140353256120858e-2) * (np.exp((x[:,0])**(1)))) + (((0.12687946466498673) * (((x[:,0])**(1)))) + (((-4.345160405115073e-2) * (np.sin((x[:,1])**(2)))) + (((-2.6871959969419965e-2) * (np.sin((x[:,0])**(2)))) + (((-2.6871959969419972e-2) * (np.sin((x[:,0])**(2)))) + (((0.14700671865572315) * ((((x[:,1])**(1)) * ((x[:,0])**(1))))) + ((1.256326368332065e-2) * (np.sin(((x[:,1])**(1)) * ((x[:,0])**(1))))))))))))))) / ((1.0) + ((-0.4042434442553521) * (np.sin((x[:,0])**(2))))))
0.19721679719492172,  (((-4.214936297307109e-2) + (((9.746322849851809e-2) * (((x[:,1])**(1)))) + (((-6.269078272859745e-2) * ((((x[:,1])**(1)) * ((x[:,0])**(2))))) + (((-0.22071569195775997) * (((x[:,0])**(2)))) + (((8.681177854537865e-2) * (np.exp((x[:,0])**(1)))) + (((7.461420985337344e-2) * (((x[:,0])**(1)))) + (((7.461420985337334e-2) * (((x[:,0])**(1)))) + (((-4.050729805689474e-2) * (np.sin((x[:,1])**(2)))) + (((-5.609378695175339e-2) * (np.sin((x[:,0])**(2)))) + ((0.13864658463818896) * ((((x[:,1])**(1)) * ((x[:,0])**(1)))))))))))))) / ((1.0) + ((-0.41327854395145736) * (np.sin((x[:,0])**(2))))))
