bestTrain,worstTrain,avgTrain,bestTest,worstTest,avgTest
3243.6925981536856,33546.78405638696,5353.671286132179,4.313911800965256,4350188.905780234,21798.31533645621
3146.6262153630832,18056.54066796022,4324.147136214098,4.17590878320366,200.03180779504368,11.19137296335419
3146.6262153630832,14259.611642839383,3912.3599942391356,4.17590878320366,173.05476718780827,6.74302530917431
3110.6107421693678,4199.92342081205,3731.789621918157,4.129065645827499,6.900319584142642,5.493946372642762
2802.647225074872,10501.285232798893,3683.0772986628963,3.711397181976556,125.57798392217012,5.924080744610517
3056.5894759902208,4596.997295707578,3572.8242844715633,3.880821650822853,7.817280307398643,5.080500676153151
2929.917929381441,11820.293549949654,3581.1512874085265,3.765393050240922,132.52168767744277,6.093239125948717
2903.2997772554995,4107.86923943692,3449.822349394572,3.7859491060823727,6.491107817684767,4.783708910460286
2903.2997772554995,3954.6728695021693,3385.1722915013006,3.6624287394075865,6.289214955674845,4.638768204523132
2903.2997772554995,14872.459950387827,3439.3988420636306,3.7305330021780043,165.41569986742965,5.444994671315563
2821.4323372804647,6826.891726786681,3365.267468780032,3.675910713561734,24.247671045637727,4.667403119559671
2821.4323372804647,3992.1617248533034,3287.175916920512,3.675910713561734,6.361237018112775,4.418576224924366
2821.4323372804647,3740.156074239122,3229.7278657217457,3.671779099816263,5.725729520460518,4.293255003083398
2822.2558096085127,4059.4803415468446,3204.5595073993863,3.6567847678558962,6.208994656082376,4.260721807518307
2822.2558096085127,6557.400071655009,3182.6935283457346,3.6522107171236797,16.441754902720877,4.257165075341859
2818.7374497087794,10499.317694576159,3152.8028370956335,3.564953489483833,124.87797664668274,4.702269302037888
2822.2558096085127,10498.966515026548,3146.2441793610487,3.56562254188161,125.45780561323733,5.214687192079421
2806.991505526615,5918.980539436336,3055.141517835281,3.57695125734066,11.940003107983337,4.005387377089782
2747.196108739983,3428.748944811878,2975.705459286723,3.5243764367716506,4.750891357294087,3.859877047775122
2720.9369759593305,10465.39121713396,2986.3233003099463,3.4705038923694262,122.15943457125044,4.437783552754004
2663.8634995153043,5574.511449998138,2943.5171647142542,3.271983945945319,12.444155227948333,3.8594177571478268
2650.086570967616,15454.879245863127,2999.389793442716,3.3867043755940753,341.9164598877468,6.0540988897670305
2700.8121801194593,7498.365534718474,2910.2260933738835,3.3703568945902016,35.448093301182034,3.9087890894406865
2645.522669822498,3649.497180261736,2849.1847552388413,3.3682232102059233,5.384265588298834,3.6806767503437055
2507.787207609753,3525.666052898117,2824.7668395932374,3.1414891166404284,4.834337354393697,3.6458968861707284
2517.344079914604,8105.232830365396,2835.2418855647265,3.1769893512519563,66.17211750973107,3.9503570187482806
2491.4911218687494,3427.3817703597038,2791.830711525985,3.136593376459306,4.81238502135205,3.6221233669815387
2491.4911218687494,3334.2590019046656,2777.272791732579,3.136593376459306,4.587620198205918,3.6054116749442904
2478.7911303941014,3834.307826772264,2753.5155887089345,3.1125178870150103,5.78147727120425,3.5742277547826364
2474.8377706977985,5016.0980585939415,2740.125885924666,3.1125178870150103,9.522605752384049,3.554377707454429
2473.6918844693214,10945.906712782711,2791.077015439173,3.1125178870150103,124.99614776259442,4.207616823224173
2474.8377706977985,3642.7577411720204,2691.10245191943,3.1125178870150103,5.35829469001549,3.4646220019903966
2468.3961303207657,3180.142015722596,2654.5097979258403,3.111863811590007,4.264050788872944,3.393620578765595
2465.4485536557904,3151.516914678106,2623.868584400986,3.0966345290776007,4.068011526814613,3.339504812171175
2458.2304240387734,2988.426228240783,2593.7428371623187,3.0821380658447275,3.909897533055872,3.287520476201522
2448.069061370989,10051.095002076969,2663.4874675735377,3.075555936190785,119.32408755976833,4.214467623711592
2453.0678037670746,4581.320079046598,2572.880719357966,3.075555936190785,7.000507229078371,3.2647723947357763
2436.083119614627,3045.681481200742,2541.289882214375,3.075555936190785,4.120696266310387,3.2177924121267045
2435.944131794954,3115.9857399389193,2518.200725549645,3.075555936190785,3.910546633560222,3.1827188771467543
2434.0612607931953,3149.9465518055904,2508.494390222418,3.0747121977496223,3.9155594130270988,3.1731519388971736
2417.9207319677257,2895.8260969567946,2500.4968812704888,3.0030395044152467,3.711207208214636,3.1639275918337186
2416.391816736827,8226.18112536002,2540.321365500908,3.046619202954731,42.883906510745696,3.402635984663145
2396.1781874775975,5998.452967456117,2515.8227224940993,3.009563457108618,8.224171462677715,3.1937732866073456
2396.1781874775975,2995.7597873470327,2499.4545997164178,3.009563457108618,3.8481954777422263,3.174433769154322
2382.604135170696,3821.6978228623843,2493.7338597478297,3.009563457108618,5.382799874598463,3.172722967161245
2369.1857016786207,6445.686293072453,2511.787924576332,2.984184743070808,18.436102020277854,3.244069811751032
2366.6543388952637,7191.043439413307,2534.504032063974,2.984184743070808,24.137393631294483,3.3172523594205314
2362.653726716796,3212.548673422874,2473.5685986624926,2.984184743070808,4.40177574511212,3.1584331617548465
2362.653726716796,13348.960953604615,2509.549653349147,2.974824513462337,1630.8237275646848,11.278132959331106
2364.1333471036764,9363.47255175991,2516.9085098443193,2.9692142267789294,36.38964965751275,3.401017051454594
2354.761244843287,6895.037158222715,2472.655409541591,2.9692142267796933,24.69194023053947,3.224457838514906
2351.0878389749773,12652.218392584131,2515.393213278052,2.9692142267789294,312.0634960979847,4.7401926875339075
2353.129705101579,5666.217150935463,2451.4353907670557,2.9656538152877343,9.435028882187007,3.1254250701583395
2353.129705101579,2883.7907010678814,2429.1852216286557,2.967779709251448,3.639776158301923,3.086390290943495
2347.5888463763695,6465.986754329213,2455.915740420789,2.9597403635155066,19.269030722174048,3.1694768266572275
