bestTrain,worstTrain,avgTrain,bestTest,worstTest,avgTest
2994.768920432763,Infinity,Infinity,3.737874512803777,3650832.5094489665,7436.863559314408
3092.3967468352585,16460.369812757675,4213.128969158328,3.836639614897953,11263.152363290972,37.16033721420782
3030.498630870518,14131.292064675266,4005.5010178375805,3.950145279395696,432.53171145053835,8.383648915814595
3119.3389346781196,16533.921484650156,3865.360452045769,3.923688284576284,811.5166564899183,8.171822055474772
3059.9509626630115,8220.728805122762,3712.3344313503694,3.8894481376650583,1271.2131926095785,7.965320894310788
3059.9509626630115,14842.26900236707,3704.1345958381326,3.923688284576284,656.7624014397453,7.4839374441817945
3043.61427960648,13266.899696666735,3586.8996206985357,3.866598585882748,75.83714150284055,5.2662909490070335
2744.761016866802,12350.105994675769,3532.1878689915497,3.5109196683352355,1722.6159681167364,9.904992533328397
2497.5791739107176,10506.572334993562,3457.8823456586747,3.202402413280275,130.87501274213335,5.114250585140959
2762.8561366553686,6842.017741084825,3367.0029518262854,3.552304757310996,273.05708096393147,5.169689090224603
2850.415410813846,10281.75931092493,3329.7214369118383,3.658947146236471,111.72463370910506,4.945999007724838
2513.7440298765305,5882.036628329355,3255.470974568414,3.239452254001893,14.003492401334055,4.435194818164625
2469.8015762811915,4136.125590027367,3189.3654064035477,3.144008720284499,6.505463026358208,4.300157093446543
2400.731950381867,13434.362790071178,3164.1075071189316,3.0789884179851734,200.41635339646842,4.610152247326346
2487.0710929733937,10682.122491457809,3118.588536652758,3.161892771899731,145.56528047035292,4.436469689067848
2459.52812734761,3836.5785939622974,3067.4836464602045,3.122936513093136,5.950250931437749,4.075243463349
2464.016194183635,10450.459175663229,3043.362825474253,3.1229365130931463,121.89224061954452,4.255392938982541
2436.1404421027614,11943.502490243596,3027.543490624175,3.1019911034438485,252.4809181404504,4.715941933520856
2379.8817931400426,10101.828877249289,2979.046936832435,3.1019911034438485,103.48643590357041,4.162958942736994
2443.9267920624106,5844.426253229679,2905.70633880277,3.1019911034438485,8.722892337320012,3.8365971617207393
2438.184112472228,5967.363275420946,2865.0465526542353,3.1019911034438485,17.765484448585088,3.8046204795786465
2421.322893447056,10274.772744465525,2854.4238864250306,3.1019911034438485,111.72463370910506,4.013718866720969
2390.112336560247,10527.263960413786,2834.871566811782,3.0858956240792748,124.87797664668274,4.165060586876021
2389.6256077350736,10813.203382301192,2783.7442189114095,3.074846666577025,130.45464836427874,4.110623285846926
2377.7240498843103,12032.612624274037,2706.712683907154,3.074846666577025,263.14815362774203,4.062438720638461
2371.1762808796393,3913.281553791898,2654.8844405620152,3.074846666577025,5.901873009167892,3.4730152753903702
2371.176280879624,14787.810063055274,2693.689287229069,3.074846666577025,642.1387966151999,5.353279280383835
2371.1762808796393,10281.75931092493,2641.548287279582,3.032046862442632,111.72463370910506,3.6797419983957638
2354.116603048252,3869.205743108349,2585.3829064687056,3.0368955994369484,6.187124292506064,3.3706680019645754
2364.9865454446967,12389.13495750575,2595.7644465682806,3.0368955994793136,362.2418971133664,4.081953112302062
